# Fig.4
# This file contains Delta chi^2 versus Delta m^2_21 and sin^2(theta_12)
#
# Assume normal mass ordering
# Result of:
# "First measurement of reactor neutrino oscillations at JUNO"
#
Delta m^2_21 [x 10^{-5} eV^2],sin^2(theta_12),Delta chi^2
7.99090,0.28828,20.26200
7.99090,0.28929,19.92300
7.99090,0.29030,19.61500
7.99090,0.29131,19.33700
7.99090,0.29232,19.09000
7.99090,0.29333,18.87300
7.99090,0.29434,18.68700
7.99090,0.29535,18.53100
7.99090,0.29636,18.40600
7.99090,0.29737,18.31200
7.99090,0.29838,18.24800
7.99090,0.29939,18.21400
7.99090,0.30040,18.21100
7.99090,0.30141,18.23900
7.99090,0.30242,18.29800
7.99090,0.30343,18.38600
7.99090,0.30444,18.50600
7.99090,0.30545,18.65700
7.99090,0.30646,18.83800
7.99090,0.30747,19.05100
7.99090,0.30848,19.29300
7.99090,0.30949,19.56600
7.99090,0.31051,19.86800
7.99090,0.31152,20.20200
7.99090,0.31253,20.56600
7.99090,0.31354,20.96100
7.99090,0.31455,21.38600
7.99090,0.31556,21.84100
7.99090,0.31657,22.32700
7.99090,0.31758,22.84300
7.99090,0.31859,23.39000
7.99090,0.31960,23.96600
7.99090,0.32061,24.57200
7.99090,0.32162,25.20900
7.99090,0.32263,25.87500
7.99090,0.32364,26.57200
7.99090,0.32465,27.29800
7.99090,0.32566,28.05300
7.99090,0.32667,28.83900
7.99090,0.32768,29.65300
7.99090,0.32869,30.49600
7.99090,0.32970,31.36900
7.99090,0.33071,32.27200
7.99090,0.33172,33.20400
7.99090,0.33273,34.16500
7.99090,0.33374,35.15600
7.99090,0.33475,36.17500
7.99090,0.33576,37.22400
7.99090,0.33677,38.30100
7.99090,0.33778,39.40700
7.99090,0.33879,40.54100
7.99090,0.33980,41.70400
7.99090,0.34081,42.89500
7.99090,0.34182,44.11400
7.99090,0.34283,45.36100
7.99090,0.34384,46.63500
7.99090,0.34485,47.93700
7.99090,0.34586,49.26600
7.99090,0.34687,50.62200
7.99090,0.34788,52.00500
7.99090,0.34889,53.41100
7.99090,0.34990,54.83500
7.99090,0.35091,56.28600
7.99090,0.35192,57.76200
7.99090,0.35293,59.26500
7.99090,0.35394,60.79300
7.99090,0.35495,62.34600
7.99090,0.35596,63.92500
7.99090,0.35697,65.52800
7.99090,0.35798,67.15600
7.99090,0.35899,68.80800
7.99090,0.36000,70.48500
8.00300,0.26000,42.52500
8.00300,0.26101,41.36200
8.00300,0.26202,40.22800
8.00300,0.26303,39.12300
8.00300,0.26404,38.04700
8.00300,0.26505,36.99900
8.00300,0.26606,35.98100
8.00300,0.26707,34.99200
8.00300,0.26808,34.03200
8.00300,0.26909,33.10200
8.00300,0.27010,32.20000
8.00300,0.27111,31.32900
8.00300,0.27212,30.48600
8.00300,0.27313,29.67400
8.00300,0.27414,28.89100
8.00300,0.27515,28.13800
8.00300,0.27616,27.41400
8.00300,0.27717,26.72100
8.00300,0.27818,26.05700
8.00300,0.27919,25.42300
8.00300,0.28020,24.82000
8.00300,0.28121,24.24600
8.00300,0.28222,23.70300
8.00300,0.28323,23.18900
8.00300,0.28424,22.70600
8.00300,0.28525,22.25300
8.00300,0.28626,21.83100
8.00300,0.28727,21.43900
8.00300,0.28828,21.07700
8.00300,0.28929,20.74600
8.00300,0.29030,20.44500
8.00300,0.29131,20.17500
8.00300,0.29232,19.93500
8.00300,0.29333,19.72600
8.00300,0.29434,19.54700
8.00300,0.29535,19.39900
8.00300,0.29636,19.28200
8.00300,0.29737,19.19500
8.00300,0.29838,19.13900
8.00300,0.29939,19.11400
8.00300,0.30040,19.11900
8.00300,0.30141,19.15500
8.00300,0.30242,19.22000
8.00300,0.30343,19.31700
8.00300,0.30444,19.44500
8.00300,0.30545,19.60400
8.00300,0.30646,19.79400
8.00300,0.30747,20.01400
8.00300,0.30848,20.26300
8.00300,0.30949,20.54600
8.00300,0.31051,20.85600
8.00300,0.31152,21.19800
8.00300,0.31253,21.57100
8.00300,0.31354,21.97400
8.00300,0.31455,22.40800
8.00300,0.31556,22.87200
8.00300,0.31657,23.36700
8.00300,0.31758,23.89100
8.00300,0.31859,24.44600
8.00300,0.31960,25.03100
8.00300,0.32061,25.64700
8.00300,0.32162,26.29200
8.00300,0.32263,26.96700
8.00300,0.32364,27.67200
8.00300,0.32465,28.40700
8.00300,0.32566,29.17300
8.00300,0.32667,29.96600
8.00300,0.32768,30.78900
8.00300,0.32869,31.64100
8.00300,0.32970,32.52400
8.00300,0.33071,33.43600
8.00300,0.33172,34.37700
8.00300,0.33273,35.34800
8.00300,0.33374,36.34800
8.00300,0.33475,37.37700
8.00300,0.33576,38.43500
8.00300,0.33677,39.52200
8.00300,0.33778,40.63800
8.00300,0.33879,41.78200
8.00300,0.33980,42.95400
8.00300,0.34081,44.15500
8.00300,0.34182,45.38400
8.00300,0.34283,46.64000
8.00300,0.34384,47.92500
8.00300,0.34485,49.23700
8.00300,0.34586,50.57600
8.00300,0.34687,51.94200
8.00300,0.34788,53.33400
8.00300,0.34889,54.74200
8.00300,0.34990,56.17600
8.00300,0.35091,57.63700
8.00300,0.35192,59.12400
8.00300,0.35293,60.63700
8.00300,0.35394,62.17500
8.00300,0.35495,63.73900
8.00300,0.35596,65.32800
8.00300,0.35697,66.94200
8.00300,0.35798,68.58000
8.00300,0.35899,70.24300
8.00300,0.36000,71.93000
8.01520,0.26000,43.17000
8.01520,0.26101,42.01300
8.01520,0.26202,40.88500
8.01520,0.26303,39.78600
8.01520,0.26404,38.71700
8.01520,0.26505,37.67600
8.01520,0.26606,36.66400
8.01520,0.26707,35.68100
8.01520,0.26808,34.72800
8.01520,0.26909,33.80400
8.01520,0.27010,32.91000
8.01520,0.27111,32.04500
8.01520,0.27212,31.21000
8.01520,0.27313,30.40400
8.01520,0.27414,29.62800
8.01520,0.27515,28.88100
8.01520,0.27616,28.16500
8.01520,0.27717,27.47800
8.01520,0.27818,26.82200
8.01520,0.27919,26.19500
8.01520,0.28020,25.59800
8.01520,0.28121,25.03200
8.01520,0.28222,24.49600
8.01520,0.28323,23.99000
8.01520,0.28424,23.51400
8.01520,0.28525,23.06800
8.01520,0.28626,22.65300
8.01520,0.28727,22.26800
8.01520,0.28828,21.91400
8.01520,0.28929,21.59100
8.01520,0.29030,21.29700
8.01520,0.29131,21.03500
8.01520,0.29232,20.80300
8.01520,0.29333,20.60100
8.01520,0.29434,20.43000
8.01520,0.29535,20.29000
8.01520,0.29636,20.18000
8.01520,0.29737,20.10200
8.01520,0.29838,20.05300
8.01520,0.29939,20.03600
8.01520,0.30040,20.04900
8.01520,0.30141,20.09200
8.01520,0.30242,20.16700
8.01520,0.30343,20.27200
8.01520,0.30444,20.40800
8.01520,0.30545,20.57600
8.01520,0.30646,20.77300
8.01520,0.30747,21.00200
8.01520,0.30848,21.25900
8.01520,0.30949,21.55000
8.01520,0.31051,21.86900
8.01520,0.31152,22.21900
8.01520,0.31253,22.60100
8.01520,0.31354,23.01200
8.01520,0.31455,23.45500
8.01520,0.31556,23.92700
8.01520,0.31657,24.43000
8.01520,0.31758,24.96400
8.01520,0.31859,25.52700
8.01520,0.31960,26.12100
8.01520,0.32061,26.74500
8.01520,0.32162,27.39900
8.01520,0.32263,28.08300
8.01520,0.32364,28.79800
8.01520,0.32465,29.54100
8.01520,0.32566,30.31500
8.01520,0.32667,31.11800
8.01520,0.32768,31.95000
8.01520,0.32869,32.81200
8.01520,0.32970,33.70400
8.01520,0.33071,34.62500
8.01520,0.33172,35.57600
8.01520,0.33273,36.55600
8.01520,0.33374,37.56600
8.01520,0.33475,38.60500
8.01520,0.33576,39.67200
8.01520,0.33677,40.76900
8.01520,0.33778,41.89400
8.01520,0.33879,43.04800
8.01520,0.33980,44.23100
8.01520,0.34081,45.44100
8.01520,0.34182,46.68000
8.01520,0.34283,47.94700
8.01520,0.34384,49.24100
8.01520,0.34485,50.56300
8.01520,0.34586,51.91200
8.01520,0.34687,53.28800
8.01520,0.34788,54.68100
8.01520,0.34889,56.09900
8.01520,0.34990,57.54400
8.01520,0.35091,59.01500
8.01520,0.35192,60.51200
8.01520,0.35293,62.03600
8.01520,0.35394,63.58400
8.01520,0.35495,65.15800
8.01520,0.35596,66.75800
8.01520,0.35697,68.38200
8.01520,0.35798,70.03100
8.01520,0.35899,71.70400
8.01520,0.36000,73.40200
8.02730,0.26000,43.83400
8.02730,0.26101,42.68300
8.02730,0.26202,41.56200
8.02730,0.26303,40.47000
8.02730,0.26404,39.40600
8.02730,0.26505,38.37200
8.02730,0.26606,37.36700
8.02730,0.26707,36.39100
8.02730,0.26808,35.44500
8.02730,0.26909,34.52800
8.02730,0.27010,33.64000
8.02730,0.27111,32.78200
8.02730,0.27212,31.95300
8.02730,0.27313,31.15400
8.02730,0.27414,30.38500
8.02730,0.27515,29.64600
8.02730,0.27616,28.93700
8.02730,0.27717,28.25700
8.02730,0.27818,27.60800
8.02730,0.27919,26.98800
8.02730,0.28020,26.39900
8.02730,0.28121,25.83900
8.02730,0.28222,25.31000
8.02730,0.28323,24.81200
8.02730,0.28424,24.34300
8.02730,0.28525,23.90500
8.02730,0.28626,23.49700
8.02730,0.28727,23.12000
8.02730,0.28828,22.77400
8.02730,0.28929,22.45800
8.02730,0.29030,22.17200
8.02730,0.29131,21.91700
8.02730,0.29232,21.69300
8.02730,0.29333,21.49900
8.02730,0.29434,21.33600
8.02730,0.29535,21.20400
8.02730,0.29636,21.10200
8.02730,0.29737,21.03100
8.02730,0.29838,20.99100
8.02730,0.29939,20.98100
8.02730,0.30040,21.00100
8.02730,0.30141,21.05300
8.02730,0.30242,21.13600
8.02730,0.30343,21.25000
8.02730,0.30444,21.39500
8.02730,0.30545,21.57000
8.02730,0.30646,21.77600
8.02730,0.30747,22.01100
8.02730,0.30848,22.27900
8.02730,0.30949,22.57600
8.02730,0.31051,22.90500
8.02730,0.31152,23.26400
8.02730,0.31253,23.65400
8.02730,0.31354,24.07400
8.02730,0.31455,24.52500
8.02730,0.31556,25.00700
8.02730,0.31657,25.51800
8.02730,0.31758,26.06100
8.02730,0.31859,26.63300
8.02730,0.31960,27.23600
8.02730,0.32061,27.86900
8.02730,0.32162,28.53200
8.02730,0.32263,29.22500
8.02730,0.32364,29.95000
8.02730,0.32465,30.70100
8.02730,0.32566,31.48300
8.02730,0.32667,32.29400
8.02730,0.32768,33.13600
8.02730,0.32869,34.00800
8.02730,0.32970,34.90900
8.02730,0.33071,35.84000
8.02730,0.33172,36.80000
8.02730,0.33273,37.79000
8.02730,0.33374,38.81000
8.02730,0.33475,39.85800
8.02730,0.33576,40.93600
8.02730,0.33677,42.04200
8.02730,0.33778,43.17700
8.02730,0.33879,44.34100
8.02730,0.33980,45.53300
8.02730,0.34081,46.75400
8.02730,0.34182,48.00200
8.02730,0.34283,49.27900
8.02730,0.34384,50.58300
8.02730,0.34485,51.91500
8.02730,0.34586,53.27400
8.02730,0.34687,54.65300
8.02730,0.34788,56.05500
8.02730,0.34889,57.48300
8.02730,0.34990,58.93800
8.02730,0.35091,60.42000
8.02730,0.35192,61.92700
8.02730,0.35293,63.46100
8.02730,0.35394,65.02000
8.02730,0.35495,66.60500
8.02730,0.35596,68.21400
8.02730,0.35697,69.84900
8.02730,0.35798,71.50900
8.02730,0.35899,73.19300
8.02730,0.36000,74.90100
8.03940,0.26000,44.51700
8.03940,0.26101,43.37400
8.03940,0.26202,42.25900
8.03940,0.26303,41.17300
8.03940,0.26404,40.11600
8.03940,0.26505,39.08900
8.03940,0.26606,38.09000
8.03940,0.26707,37.12100
8.03940,0.26808,36.18100
8.03940,0.26909,35.27100
8.03940,0.27010,34.39000
8.03940,0.27111,33.53900
8.03940,0.27212,32.71800
8.03940,0.27313,31.92600
8.03940,0.27414,31.16400
8.03940,0.27515,30.43100
8.03940,0.27616,29.72900
8.03940,0.27717,29.05700
8.03940,0.27818,28.41400
8.03940,0.27919,27.80200
8.03940,0.28020,27.22000
8.03940,0.28121,26.66800
8.03940,0.28222,26.14700
8.03940,0.28323,25.65600
8.03940,0.28424,25.19400
8.03940,0.28525,24.76400
8.03940,0.28626,24.36400
8.03940,0.28727,23.99400
8.03940,0.28828,23.65500
8.03940,0.28929,23.34700
8.03940,0.29030,23.06900
8.03940,0.29131,22.82200
8.03940,0.29232,22.60500
8.03940,0.29333,22.41900
8.03940,0.29434,22.26400
8.03940,0.29535,22.14000
8.03940,0.29636,22.04600
8.03940,0.29737,21.98300
8.03940,0.29838,21.95000
8.03940,0.29939,21.95000
8.03940,0.30040,21.97800
8.03940,0.30141,22.03800
8.03940,0.30242,22.12900
8.03940,0.30343,22.25200
8.03940,0.30444,22.40500
8.03940,0.30545,22.58800
8.03940,0.30646,22.80100
8.03940,0.30747,23.04600
8.03940,0.30848,23.32200
8.03940,0.30949,23.62800
8.03940,0.31051,23.96500
8.03940,0.31152,24.33300
8.03940,0.31253,24.73100
8.03940,0.31354,25.16100
8.03940,0.31455,25.62000
8.03940,0.31556,26.11000
8.03940,0.31657,26.63100
8.03940,0.31758,27.18200
8.03940,0.31859,27.76300
8.03940,0.31960,28.37500
8.03940,0.32061,29.01700
8.03940,0.32162,29.68900
8.03940,0.32263,30.39300
8.03940,0.32364,31.12300
8.03940,0.32465,31.88400
8.03940,0.32566,32.67500
8.03940,0.32667,33.49600
8.03940,0.32768,34.34800
8.03940,0.32869,35.22900
8.03940,0.32970,36.14000
8.03940,0.33071,37.08000
8.03940,0.33172,38.05000
8.03940,0.33273,39.05000
8.03940,0.33374,40.07900
8.03940,0.33475,41.13700
8.03940,0.33576,42.22400
8.03940,0.33677,43.34100
8.03940,0.33778,44.48600
8.03940,0.33879,45.65900
8.03940,0.33980,46.86200
8.03940,0.34081,48.09200
8.03940,0.34182,49.35100
8.03940,0.34283,50.63700
8.03940,0.34384,51.95200
8.03940,0.34485,53.29300
8.03940,0.34586,54.65800
8.03940,0.34687,56.04300
8.03940,0.34788,57.45600
8.03940,0.34889,58.89300
8.03940,0.34990,60.35900
8.03940,0.35091,61.85100
8.03940,0.35192,63.36800
8.03940,0.35293,64.91300
8.03940,0.35394,66.48200
8.03940,0.35495,68.07700
8.03940,0.35596,69.69800
8.03940,0.35697,71.34300
8.03940,0.35798,73.01300
8.03940,0.35899,74.70800
8.03940,0.36000,76.42600
8.05150,0.26000,45.22000
8.05150,0.26101,44.08300
8.05150,0.26202,42.97500
8.05150,0.26303,41.89600
8.05150,0.26404,40.84600
8.05150,0.26505,39.82500
8.05150,0.26606,38.83300
8.05150,0.26707,37.87100
8.05150,0.26808,36.93800
8.05150,0.26909,36.03500
8.05150,0.27010,35.16100
8.05150,0.27111,34.31700
8.05150,0.27212,33.50200
8.05150,0.27313,32.71800
8.05150,0.27414,31.96300
8.05150,0.27515,31.23800
8.05150,0.27616,30.54300
8.05150,0.27717,29.87800
8.05150,0.27818,29.24300
8.05150,0.27919,28.63800
8.05150,0.28020,28.06300
8.05150,0.28121,27.51900
8.05150,0.28222,27.00400
8.05150,0.28323,26.52100
8.05150,0.28424,26.06700
8.05150,0.28525,25.64400
8.05150,0.28626,25.25200
8.05150,0.28727,24.89000
8.05150,0.28828,24.55900
8.05150,0.28929,24.25800
8.05150,0.29030,23.98800
8.05150,0.29131,23.74900
8.05150,0.29232,23.54000
8.05150,0.29333,23.36200
8.05150,0.29434,23.21500
8.05150,0.29535,23.09800
8.05150,0.29636,23.01300
8.05150,0.29737,22.95700
8.05150,0.29838,22.93400
8.05150,0.29939,22.94000
8.05150,0.30040,22.97700
8.05150,0.30141,23.04600
8.05150,0.30242,23.14600
8.05150,0.30343,23.27700
8.05150,0.30444,23.43800
8.05150,0.30545,23.62800
8.05150,0.30646,23.85200
8.05150,0.30747,24.10400
8.05150,0.30848,24.38900
8.05150,0.30949,24.70400
8.05150,0.31051,25.04900
8.05150,0.31152,25.42600
8.05150,0.31253,25.83300
8.05150,0.31354,26.27100
8.05150,0.31455,26.73900
8.05150,0.31556,27.23800
8.05150,0.31657,27.76700
8.05150,0.31758,28.32700
8.05150,0.31859,28.91800
8.05150,0.31960,29.53800
8.05150,0.32061,30.18900
8.05150,0.32162,30.87300
8.05150,0.32263,31.58200
8.05150,0.32364,32.32200
